Scenario,Category,Sub - mission,Level,Action,Entity,From,Time,Location,Task Objective,Objective function,Hard Constrains,Soft Constrains (Preferences)
"During annual maintenance activities, the ship has been instructed to continue its journey. The workshop has also been given the responsibility of fulfilling maintenance tasks and ensuring that the vessel is ready for sea action within 60 hours of notification. Adhering to updated schedules, however, does not affect the quality of work by more than 5%.",Maintenance,Not Applicable,Ship,Evaluate,Workshop,Fleet,48 hours,Workshop,Maintenance scheduling,Minimum time,"Reliability,Conformance ",Activity sequence
"Ship INS Betwa must undergo testing to evaluate the effectiveness of its 100 mm naval guns, with an objective of maintaining a reliability score of only 0.92. These ratings take into account range (20 km), accuracy and rate of fire, and operational status (OR, FP, MSC) – while the acceptable risk score for this mission is determined by parameters such as - Equipment Wear (EW) and Tactical Readiness (10/25).",Mission,Combat,Ship,Evaluate,Ship,Fleet,Immediate,Sea,Missile firing,Minimum risk,"Reliability,Risk score",Not Applicable
"To prevent interceptions and interrogations, it has been discovered by satellite that an enemy vessel is situated 170 miles northwest of the Andaman Islands. The effectiveness depends on whether hostile actions are present or not (Sentines Mission Monitor Modules; SSM) should be used within 50 hours to complete this mission and a suitable ship must be deployed in the next 16 hours with oblique speed 27 knots and minimal uptime of 8 days (provisionals, fuel, desalination systems).",Mission,Combat,Fleet,Select K out of N,Ship,Fleet,24 hours,K,Interrogation and interception,Minimum risk,"Capability,Speed,Endurance,Ration,Fuel,Spares availability","Ship class,Fleet availability"
"An assessment is required for Ship INS Satpura's mission, which evaluates the effectiveness of its AK-630 gun. The reliability target is set at 0.96, and criteria include range (4 km), precision, firing consistency, etc. Gun status will be assessed using parameters - System Status (SS), Accuracy Rate (AR), and Reliability Index (RI). The risk score for the mission must not exceed 12/25, using parameter – Environmental Impact (EI) and Equipment Condition (EC).",Mission,Fleet,Ship,Evaluate,Ship,Fleet,Immediate,Sea,Missile firing,Minimum risk,"Reliability,Risk score",Not Applicable
"Prior to refitting ships and submarines at the annual annual refits conference, a schedule must be prepared by fleet members with two operational dry dock facilities. The plan necessitates scheduling multiple ships or submarine submersibles in one go, as well as prioritizing them for later use. A repair workshop is required to be fully operational and available with over 80% manpower strength. Spare parts needed for equipment overhaul may arrive up front two months before the reffit plan is implemented.",Maintenance,Not Applicable,Fleet,Select K out of N,Ship,Fleet,7 days,Yard,Maintenance scheduling,Maximum conformance,"Manpower availability,Spares availability",Ship class
"En route to the cruising stage, only 2 mine countermeasure systems are required for load balancing in the next 20 hours. To ensure maritime security prioritize safety activation is done by one from at sea (one mast-bound) and another from sea-front (two decks), which meets the reliability target of 0.9 with a risk score below 7/18.",Mission,Support,Equipment,Select K out of N,Equipment,Ships,Immediate,Sea,Maintenance scheduling,Minimum risk,"Balancing loads,Reliability,Risk score","Working hours,Manpower availability"
"While in the operational cycle, INS Shivalik has carried out condition-based inspections of shock mount replacement for multiple pumps and gas turbines. Some shock mounting reading are steadily approaching the warning threshold, and the ship is scheduled to sail within 33 hours for an operational duration of 5 days. These measurements will determine whether these components can be replaced or not, as it helps to maintain mission reliability at 0.93.",Maintenance,Not Applicable,Equipment,Evaluate,Equipment,Ships,48 hours,Ship,Interrogation and interception,Minimum time,"Spares availability,Reliability,Conformance ",Activity sequence
"Satellite surveillance shows an enemy vessel 150 miles northeast of the Andaman Islands. Interception and questioning are required, and anti-ship cruise missiles (ASCMs) might be necessary if hostilities are encountered. The mission must be completed within 50 hours, with a suitable ship deployed within the next 14 hours. The vessel should achieve speeds of 27 knots and have an operational endurance of 8 days (provisions, fuel, and RO plant). The proximity to commercial shipping lanes necessitates heightened vigilance.",Mission,Combat,Fleet,Select K out of N,Ship,Fleet,24 hours,K,Interrogation and interception,Minimum risk,"Capability,Speed,Endurance,Ration,Fuel,Spares availability","Ship class,Fleet availability"
"An enemy vessel was reportedly discovered by intelligence sources. The objective is to intercept and interrogate the ship, with SSM on standby in case of any hostilities. This mission must be completed within 50 hours, and a suitable ship deployed next day. It must reach speeds of 26 knots and operate for 9 days (including provisions, fuel), possible storms, or rough seas.",Mission,Humanitarian,Fleet,Select K out of N,Ship,Fleet,24 hours,K,Interrogation and interception,Minimum risk,"Capability,Speed,Endurance,Ration,Fuel,Spares availability","Ship class,Fleet availability"
"In preparation for the annual conference, the fleet must plan a refit of ships and submarines. There are two dry dock facilities available, and only three vessels should be refits at any given time. Memorandums of understanding (MoM) will become public within one week, prioritizing the vessels. Repair workshops must maintain at least 80% manpower during refITS. Spare parts for equipment overhauls will be delivered two months before the reffit begins.",Maintenance,Not Applicable,Fleet,Select K out of N,Ship,Fleet,7 days,Yard,Maintenance scheduling,Maximum conformance,"Manpower availability,Spares availability",Ship class
"Although the annual maintenance phase of the ship is still in progress, it has nevertheless been ordered to sail. The workshop has been instructed to complete its maintenance assignments and seal the seaworthiness (the latter within 48 hours if not earlier). To meet these revised schedules then work on the vessel should not vary by more than 16% with respect to the workshop's work quality.",Maintenance,Not Applicable,Ship,Evaluate,Workshop,Fleet,48 hours,Workshop,Maintenance scheduling,Minimum time,"Reliability,Conformance ",Activity sequence
"During the annual maintenance period, where various equipment was in need of repairs and ongoing repairs, the ship has been sent to sail. The workshop has now been given responsibility for finishing the maintenance tasks and ensuring the vessel is seaworthy within 48 hours of notification. To meet the new timelines, it must ensure that the quality of work does not exceed 10%.",Maintenance,Not Applicable,Ship,Evaluate,Workshop,Fleet,48 hours,Workshop,Maintenance scheduling,Minimum time,"Reliability,Conformance ",Activity sequence
"The ship, INS Vikrant (in service), has carried out condition-based inspections of the shock mounts for several pumps and gas turbine. Multiple readings at the various points on the pump are close to the warning threshold due to high temperatures and low water pressure during testing; sailing within 30 hours and an operational period (9 days) is expected with a requirement that these two replacements maintain mission reliability as near as 0.93.",Maintenance,Not Applicable,Equipment,Evaluate,Equipment,Ships,48 hours,Ship,Interrogation and interception,Minimum time,"Spares availability,Reliability,Conformance ",Activity sequence
"The evaluation of Ship INS Kirch's 76 mm naval gun is contingent on its reliability of 0.95. Its criteria include operational range (15 km), firing precision, and consistency. Gun status can be assessed using parameters such as System Health Index (SHI), Engagement Rate (ER), and Performance Stability (PS). The mission risk score should not exceed 9/25, using parametric measures like Threat Level Assessment (TLA) and Crew Proficiency (CP).",Mission,Sortie,Ship,Evaluate,Ship,Fleet,Immediate,Sea,Missile firing,Minimum risk,"Reliability,Risk score",Not Applicable
"The fleet is gearing up for its annual refit conference, focusing on the maintenance of ships and submarines. With only two dry docks available, the simultaneous refitting of no more than three vessels is feasible. MoMs will be issued within a week to prioritize vessels, and repair workshops must sustain at least 80% manpower during refits. Spare parts for equipment overhauls should arrive two months prior to the commencement of the refit schedule.",Maintenance,Not Applicable,Fleet,Select K out of N,Ship,Fleet,7 days,Yard,Maintenance scheduling,Maximum conformance,"Manpower availability,Spares availability",Ship class
"The 127 mm gun on Ship INS Ganga requires an evaluation of its reliability target, which is 0.92. Important factors include range (25 km), accuracy, and consistency. Gun status will be assessed using parameters such as Readiness Index (RI), Precision Consistency (PC), and Operational Efficiency (OE). The mission risk score must not exceed 11/25, using criteria such at Risk Factor (RF) and Equipment Ready (ER).",Mission,Humanitarian,Ship,Evaluate,Ship,Fleet,Immediate,Sea,Missile firing,Minimum risk,"Reliability,Risk score",Not Applicable
"For every ship and submarine in the fleet, an annual refit needs to be planned; there will be no more than three vessels that can undergo the process simultaneously, with only two dry docks available: prioritized MoMs will always be given over priority during each vessel (a.k.a."" Refitting for ships is also mandated within a week of completion at which repair workshops ensure at least 80% of the manpower remains during refits, while spare parts for equipment overhauls should arrive two months before the start of refITS.",Maintenance,Not Applicable,Fleet,Select K out of N,Ship,Fleet,7 days,Yard,Maintenance scheduling,Maximum conformance,"Manpower availability,Spares availability",Ship class
"Upon reaching the final stage of operation during the cruising phase, there will be only 2 medical facilities available for another 20 hours. One medical facility from the bow and one fromthe stern should remain active, with an emphasis on balance to ensure quality reliability is maintained at a minimum level of 0.9 and avoiding any risk score exceeding 7/18.",Mission,Humanitarian,Equipment,Select K out of N,Equipment,Ships,Immediate,Sea,Maintenance scheduling,Minimum risk,"Balancing loads,Reliability,Risk score","Working hours,Manpower availability"
"The ship is currently in the middle of yearly maintenance activities and has been directed to proceed with its voyage. The workshop has received the responsibility to complete maintenance tasks and ensure the ship becomes ready for sea within 60 hours of notification. By following updated schedules, the workshop's work quality should not vary by more than 5%.",Maintenance,Not Applicable,Ship,Evaluate,Workshop,Fleet,48 hours,Workshop,Maintenance scheduling,Minimum time,"Reliability,Conformance ",Activity sequence
"In her active phase, INS Chennai has conducted condition-based inspections of shock mount replacements for multiple pumps and gas turbines. However, several readings near the warning threshold have been reported. The ship is set to embark in less than 20 hours and operate for 12 days. These repairs are necessary to maintain mission reliability at 0.94.",Maintenance,Not Applicable,Equipment,Evaluate,Equipment,Ships,48 hours,Ship,Interrogation and interception,Minimum time,"Spares availability,Reliability,Conformance ",Activity sequence
"According to intelligence, an enemy vessel is located 220 miles northwest of Lakshadweep. The objective is for it to be intercept & be questioned along with Special Surface Missile Management (SSM) engagement on standby in the event of hostilities; the mission must be completed within 50 hours and a suitable ship will be deployed within 14 hours at maximum speed; then the ship should reach 26 knot [compare] by 9 days (rational: provisions, fuel: desalination) with rough sea conditions forecast may indicate possible stormy conditions, which means that they can’t follow",Mission,Support,Fleet,Select K out of N,Ship,Fleet,24 hours,K,Interrogation and interception,Minimum risk,"Capability,Speed,Endurance,Ration,Fuel,Spares availability","Ship class,Fleet availability"
"The condition-based inspections of shock mounts for various pumps and gas turbines have been carried out at INS Mumbai, which is currently in the middle of her operational cycle. Some readings are approaching the warning threshold at an alarming rate. The ship is expected to sail within 30 hours and will operate for 9 days. These tests are essential to maintain the mission reliability at 0.88.",Maintenance,Not Applicable,Equipment,Evaluate,Equipment,Ships,48 hours,Ship,Interrogation and interception,Minimum time,"Spares availability,Reliability,Conformance ",Activity sequence
"the boat sails alongside annual maintenance activities (the workshop is responsible for repair tasks and ensures that it will be seaworthy within two-days of notification) The aim is to have the ship sailing under these new deadlines, wherein work quality in the workshop should not more than 13% deviate from the newly defined working conditions.",Maintenance,Not Applicable,Ship,Evaluate,Workshop,Fleet,48 hours,Workshop,Maintenance scheduling,Minimum time,"Reliability,Conformance ",Activity sequence
"ship to start sailing during annual maintenance phase.The workshop was ordered to run all operations quickly and ensure the vessel is seaworthy within 72 hours of notification. To meet new deadlines, work quality must not exceed 8% in workshops (for example when final reports are made about gas/electricity).",Maintenance,Not Applicable,Ship,Evaluate,Workshop,Fleet,48 hours,Workshop,Maintenance scheduling,Minimum time,"Reliability,Conformance ",Activity sequence
"Ship INS Betwa needs to be evaluated for its 100 mm naval gun performance. The reliability target is 0.92. Important criteria include range (20 km), accuracy, and rate of fire. The gun's operational status can be assessed using parameters - Operational Readiness (OR), Firing Precision (FP), and Maintenance Schedule Compliance (MSC). The acceptable risk score for the mission is up to 10/25, using parameters - Equipment Wear (EW) and Tactical Readiness (TR).",Mission,Support,Ship,Evaluate,Ship,Fleet,Immediate,Sea,Missile firing,Minimum risk,"Reliability,Risk score",Not Applicable
"It is known from the surveillance that an enemy ship (Cobispoiler) is currently positioned 180 miles south of Porbandar. If it becomes hostile and has been detected, Indian Navy forces need to intercept and interrogate it using torpedoes. This mission must be completed within the next 48 hours, with deployment required within 12 hours. The chosen vessel must reach a speed of 26 knots and remain in operation for at least 8 days with provisions, fuel, and desalination capabilities, while the presence of non-competested vessels should also navigate carefully.",Mission,Sortie,Fleet,Select K out of N,Ship,Fleet,24 hours,K,Interrogation and interception,Minimum risk,"Capability,Speed,Endurance,Ration,Fuel,Spares availability","Ship class,Fleet availability"
"A test run for the next mission has been conducted with a naval gun of shipyard INS Mysore, which has 76mm guns and carries out to be evaluated with target reliability of 0.91 given range (16 km), firing consistency and accuracy as criteria are used to assess status: Operational efficiency (OE), System Calibration (SC) and Fire Rate; and the score at which the Mission Risk Score is attained must not exceed 11/25, given parameters: Adverse Weather Impact(AWI); Crew Training Level (CTL).",Mission,Exercise,Ship,Evaluate,Ship,Fleet,Immediate,Sea,Missile firing,Minimum risk,"Reliability,Risk score",Not Applicable
"The ship has been tasked to sail amidst the annual maintenance period, while various equipment undergoes maintenance routines. The workshop has been instructed to complete maintenance tasks and ensure the ship's seaworthiness within 48 hours of notice. To adhere to the new promulgated timelines, the quality of work done by the workshop must not deviate by more than 10%.",Maintenance,Not Applicable,Ship,Evaluate,Workshop,Fleet,48 hours,Workshop,Maintenance scheduling,Minimum time,"Reliability,Conformance ",Activity sequence
"INS Kochi, currently in service and conducting condition-based inspections of various pumps and gas turbines, has performed several readings dangerously close to the threshold for warning.Scaffolding is due to occur within 45 hours and will last for 6 days while the ship remains operational; therefore, it would be very urgent to replace these shock mount (mission reliability) at 0.95.",Maintenance,Not Applicable,Equipment,Evaluate,Equipment,Ships,48 hours,Ship,Interrogation and interception,Minimum time,"Spares availability,Reliability,Conformance ",Activity sequence
"To evaluate Ship INS Kiltan's gun system, the mission must consider its ability to operate with minimal harm to the aircraft carrier. This involves evaluating the effectiveness of an AK-630M gunsystem and setting the reliability target at 0.92; factors include effective range (5 km), precision, and firing rate. Gun status can be determined using parameters such as System Status (SS), Accuracy Rate (AR), and Operational Readiness(OR). The risk score for the operation must be under 10/25, including Risk Assessment (RA) and System Integrity (SI).",Mission,Humanitarian,Ship,Evaluate,Ship,Fleet,Immediate,Sea,Missile firing,Minimum risk,"Reliability,Risk score",Not Applicable
"While the annual maintenance period was ongoing, the ship has been ordered to sail and other equipment parts were being maintained. The workshop has also been instructed to complete the maintenance tasks and ensure that it ships seaworthy within 48 hours of notification. Complying with newly introduced timelines requires adherence to maintain a deviation of 10% or less.",Maintenance,Not Applicable,Ship,Evaluate,Workshop,Fleet,48 hours,Workshop,Maintenance scheduling,Minimum time,"Reliability,Conformance ",Activity sequence
"All vessels need to be refitted by the command as per their annual conference. The yard's two active dry dock facilities can accommodate three ships or submarine simultaneously. An official MoM must be issued within a week, outlining the topmost reffit plan. Ensure that repair workshops are fully staffed with at least 80% manpower during refits operations. Spares for equipment overhauls should arrive two months before the start of the refIT process.",Maintenance,Not Applicable,Fleet,Select K out of N,Ship,Fleet,7 days,Yard,Maintenance scheduling,Maximum conformance,"Manpower availability,Spares availability",Ship class
"In order to determine the effectiveness of its AK-630M gun system, Ship INS Kiltan must undergo an evaluation that considers its gun systems' reliability targets at 0.92. Criteria include effective range (5 km), precision, and firing rate. Gun status can be assessed using parameters - System Status (SS) Accuracy Rate(AR), and Operational Readiness (OR). The risk score for the mission must be under 10/25, using parameter – Risk Assessment (RA) and System Integrity (SI).",Mission,Support,Ship,Evaluate,Ship,Fleet,Immediate,Sea,Missile firing,Minimum risk,"Reliability,Risk score",Not Applicable
"the odometer has been set back to allow for sailing during an annual maintenance period where work had started on all kinds of equipment, and that ""work will continue as normal until full sea level (within 2 days)"" The workshop has also been given notice that it is responsible for terminating its maintenance works and making the ship merchantable if and when it becomes necessary within 48 hours of posting, while still maintaining quality of work which would not otherwise fall within the new timelines by more than 10%.",Maintenance,Not Applicable,Ship,Evaluate,Workshop,Fleet,48 hours,Workshop,Maintenance scheduling,Minimum time,"Reliability,Conformance ",Activity sequence
"INS Kochi, during her operational cycle, has conducted thorough condition-based inspections of shock mounts for various pumps and gas turbines. Several shock mount readings are dangerously close to exceeding the warning threshold. The ship is scheduled to sail within 45 hours and for an operational duration of 6 days. Replacing these shock mounts is crucial to uphold mission reliability at 0.95.",Maintenance,Not Applicable,Equipment,Evaluate,Equipment,Ships,48 hours,Ship,Interrogation and interception,Minimum time,"Spares availability,Reliability,Conformance ",Activity sequence
"For smooth sailing within the next 20 hours of cruising phase, only 2 propulsion systems are required to remain active. To achieve balance and reliability rating (resistance = 0.9 +/-7/18 + risk score) it's necessary turn on one system from the bow and one fromthestern.""",Mission,Humanitarian,Equipment,Select K out of N,Equipment,Ships,Immediate,Sea,Maintenance scheduling,Minimum risk,"Balancing loads,Reliability,Risk score","Working hours,Manpower availability"
"A hostile vessel was detected by satellite approximately 160 miles west of Diu, and it requires interceptions and interrogations. If necessary, SSMs may be deployed to combat hostile activity; the mission must end within 42 hours, while a suitable ship must be sent out within 18 hours with cruising speed of 25 knots and an expected duration of 9 days (provisions/desalination systems).",Mission,Exercise,Fleet,Select K out of N,Ship,Fleet,24 hours,K,Interrogation and interception,Minimum risk,"Capability,Speed,Endurance,Ration,Fuel,Spares availability","Ship class,Fleet availability"
"The command's annual refit conference will involve scheduling the reffitting of ships and submarines; there are, however, two working dry docks available while all vessels can be fixed at once: three MoM must be issued within a week (one for each vessel) Prioritizing each ship means that the reparation works must take place fully staffed with at least 80% manpower during the period in question. Spares for the overhaul should arrive two months before the start of their refits.",Maintenance,Not Applicable,Fleet,Select K out of N,Ship,Fleet,7 days,Yard,Maintenance scheduling,Maximum conformance,"Manpower availability,Spares availability",Ship class
"Transitioning into the cruising phase of the mission, only 2 GTs are required to operate for the next 20 hours. Load balancing necessitates one GT from the front and one from the aft to be running. The goal is to select the most suitable combination to achieve a reliability of 0.9 with a risk score not exceeding 7/18. If multiple GTs meet the criteria, prioritize combinations with balanced working hours for all GTs.",Mission,Combat,Equipment,Select K out of N,Equipment,Ships,Immediate,Sea,Maintenance scheduling,Minimum risk,"Balancing loads,Reliability,Risk score","Working hours,Manpower availability"
"In order to reach the cruising stage during the next 20 hours, only 2 power generators are required. To ensure optimal balance in load distribution and reliability, one power should be from the fore and another is from it. The aircraft must also have 2 spare units available, so they can operate independently for at least 20 minutes. A minimum risk score of 7/18 and a reliability of 0.9 may be obtained.",Mission,Combat,Equipment,Select K out of N,Equipment,Ships,Immediate,Sea,Maintenance scheduling,Minimum risk,"Balancing loads,Reliability,Risk score","Working hours,Manpower availability"
"Conditions-based inspections of shock mounts for different pumps and gas turbine are underway at INS Vikrant while the ship is in its active phase. The ship will sail within 30 hours and operate for 9 days, but it must now replace these shock mounted instruments to ensure mission reliability remains at 0.93.",Maintenance,Not Applicable,Equipment,Evaluate,Equipment,Ships,48 hours,Ship,Interrogation and interception,Minimum time,"Spares availability,Reliability,Conformance ",Activity sequence
"During the annual maintenance period, the ship has been ordered to set sail while various equipment maintenance routines were being carried out. The workshop has been directed to complete the maintenance tasks and ensure the ship is seaworthy within 48 hours of notice. To meet the new timelines, the workshop must maintain a work quality deviation of no more than 10%.",Maintenance,Not Applicable,Ship,Evaluate,Workshop,Fleet,48 hours,Workshop,Maintenance scheduling,Minimum time,"Reliability,Conformance ",Activity sequence
"The refit of all vessels within the command should be planned in advance by fleet at the annual ""refit conference"",[c] heuristics require that each yard has two working dry dock (PAD and EDD) so that the refits can only be run at three ships or submarines per time; MoM ought to be priority and released within a week, when repair workshops should also be fully operational with over 80% manpower for the duration of the period between, as scheduled, and overhaul spares are to arrive two months before.",Maintenance,Not Applicable,Fleet,Select K out of N,Ship,Fleet,7 days,Yard,Maintenance scheduling,Maximum conformance,"Manpower availability,Spares availability",Ship class
"Satellite data indicates an adversary ship located 210 miles northeast of Lakshadweep. Interception and interrogation are essential, as may be hostile encounters with SSMs. The mission must be completed within 70 hours. A suitable ship must have been deployed within the next 24 hours; it should be capable of sailing at a speed of 22 knotted and have enduring capabilities lasting at least 7 days (provisions, fuel, desalination systems).",Mission,Humanitarian,Fleet,Select K out of N,Ship,Fleet,24 hours,K,Interrogation and interception,Minimum risk,"Capability,Speed,Endurance,Ration,Fuel,Spares availability","Ship class,Fleet availability"
"During the annual conference for refits, vessels and submarines must be scheduled at the fleet'S There is two open dry docks where up to three vessels can be refit at any time of the year with priority given to and issued within a week[citation needed] The repair workshops need over 80% manpower strength and they must all be in operation during the reffit and supplies must arrive 2 months before commencement of work.",Maintenance,Not Applicable,Fleet,Select K out of N,Ship,Fleet,7 days,Yard,Maintenance scheduling,Maximum conformance,"Manpower availability,Spares availability",Ship class
"While in operation, INS Delhi has conducted extensive condition-based inspections of shock mount replacements for pumps and gas turbines. Some readings from the shock mounted are close to exceeding the warning limit. The ship is scheduled to sail within 48 hours and for an operational duration of 4 days. These tests are essential to maintain mission reliability at 0.93 after these shock mountings are replaced.",Maintenance,Not Applicable,Equipment,Evaluate,Equipment,Ships,48 hours,Ship,Interrogation and interception,Minimum time,"Spares availability,Reliability,Conformance ",Activity sequence
"The ship has been assigned to sail amidst the annual maintenance period, during which various equipment undergoes maintenance routines. The workshop has also been instructed to complete maintenance tasks and ensure the ship is seaworthy within 48 hours of notification. To comply with the new timelines, the quality of work done by the workshop must not vary by more than 10%.",Maintenance,Not Applicable,Ship,Evaluate,Workshop,Fleet,48 hours,Workshop,Maintenance scheduling,Minimum time,"Reliability,Conformance ",Activity sequence
"From satellite data, it is discovered that there is an enemy vessel 190 miles south of Paradip. The ship must be intercepted and questioned before any hostile activity can be detected. If this occurs, SSMs may be deployed. This mission is scheduled to take around 66 hours to complete, along with another ship which will be sent out after 22 hours depending on the situation's complexity.The ship should be able to maintain a speed of 28 knots and have an endurance of at least 10 days (rations, fuel, desalination plant).",Mission,Combat,Fleet,Select K out of N,Ship,Fleet,24 hours,K,Interrogation and interception,Minimum risk,"Capability,Speed,Endurance,Ration,Fuel,Spares availability","Ship class,Fleet availability"
"It has been confirmed through reconnaissance that there is an enemy vessel at present 190 miles east of Goa. Interception and interrogation are also required with possibility of use of SSM if hostilities are detected. The mission has 60 hours for coverage and the chosen ship must reach 22 knots in time but must remain in service for at least 10 days (provisions, fuel applied, desalination etc).Cooperation may also be provided by nearby coast guard units to assist with further operations.",Mission,Support,Fleet,Select K out of N,Ship,Fleet,24 hours,K,Interrogation and interception,Minimum risk,"Capability,Speed,Endurance,Ration,Fuel,Spares availability","Ship class,Fleet availability"
"For the mission, ship INS Sunayna's 30mm gun needs to be evaluated. The reliability target is 0.93 and includes important factors such as range (10 km), consistency (MC), and precision. Gun status will be assessed using parameters such wielded in systems tests - System Readiness(SR), Maintenance Consistency (PM), or Performance Metrics ( PM). The risk score must not fall below 12/25, while the risk assessment uses parameters like Threat Level (TL) and Equipment Condition (EC).",Mission,Sortie,Ship,Evaluate,Ship,Fleet,Immediate,Sea,Missile firing,Minimum risk,"Reliability,Risk score",Not Applicable
"Preparing for ships and submarines' refitting during this year’S yearly Conference on Refit (furthernshing) now requires the following: The yard has two active dry dock, but no more than three vessels are under refit at one time; MoM must work first for the vessels and release them within seven daysAtmos also ensures that all repair workshops are fully operational with over 80 per cent manpower during its refits. Spares should be delivered two months before they start of the process?",Maintenance,Not Applicable,Fleet,Select K out of N,Ship,Fleet,7 days,Yard,Maintenance scheduling,Maximum conformance,"Manpower availability,Spares availability",Ship class
"Due to its A-190E naval gun and focus criteria of maximum effective range (22 km), accuracy, and rate of fire. The current status quo can be assessed using parameters such as Functional Efficiency(FE) and Operational Readiness Level(ORL). To determine the risk score, the mission must first evaluate the ship's potential, with a maximum score of 11/25 within the specified timeframe.",Mission,Support,Ship,Evaluate,Ship,Fleet,Immediate,Sea,Missile firing,Minimum risk,"Reliability,Risk score",Not Applicable
"INS Vikramaditya, during her operational cycle, has undertaken condition-based inspections of shock mounts for various pumps and gas turbines. Certain shock mount readings are approaching the warning threshold. The ship is set to sail within 24 hours and for an operational duration of 8 days. Replacement of these shock mounts is critical to maintain mission reliability at 0.91.",Maintenance,Not Applicable,Equipment,Evaluate,Equipment,Ships,48 hours,Ship,Interrogation and interception,Minimum time,"Spares availability,Reliability,Conformance ",Activity sequence
"It is necessary for the command to plan a proper refit of all ships and submarines by organizing the annual conference, which will require the yard to have two working dry docks where no more than three vessels may be undergoing refitting at the same time; an MoM should be issued within euphorbia (the vessel's priority) while the repair workshops are fully operational with over 80% manpower during the refits. The reffitting process must also include the arrival of equipment parts and accessories two months before the first event.",Maintenance,Not Applicable,Fleet,Select K out of N,Ship,Fleet,7 days,Yard,Maintenance scheduling,Maximum conformance,"Manpower availability,Spares availability",Ship class
The ship has been notified to sail during the annual maintenance period. There were ongoing equipment maintenance routines. The workshop has received instructions to complete the maintenance tasks and make the ship seaworthy within 48 hours. Adherence to the newly established timelines requires that the quality of work performed by the workshop does not vary by more than 10%.,Maintenance,Not Applicable,Ship,Evaluate,Workshop,Fleet,48 hours,Workshop,Maintenance scheduling,Minimum time,"Reliability,Conformance ",Activity sequence
"Condition-based inspections have been carried out by INS Chennai during her operational period to ensure safe operation of pump systems, as well as gas turbine generator installations. Some shock mount readings are almost at the point of exceeding warning limits. The vessel is expected to depart within 54 hours and for an operational duration of 5 days. Replacement of these shock mountings is necessary to maintain mission reliability at 0.89 after damage has occurred due to high temperatures and heavy precipitation events.",Maintenance,Not Applicable,Equipment,Evaluate,Equipment,Ships,48 hours,Ship,Interrogation and interception,Minimum time,"Spares availability,Reliability,Conformance ",Activity sequence
"Refueling and resupply operations can be carried out within 20 hours of the mission's conclusion, with only 2 replenishment-at-sea (RAS) systems required as part of this phase. To ensure logistics support for an uninterrupted duration while at sea, one system should be activated from both the forward and rear, and score below 7/18 with a reliability rating of 0.9.",Mission,Support,Equipment,Select K out of N,Equipment,Ships,Immediate,Sea,Maintenance scheduling,Minimum risk,"Balancing loads,Reliability,Risk score","Working hours,Manpower availability"
"Evaluation of the 76 mm naval gun on Ship in Sumedha requires assessment of range (15 km), accuracy, and firing rate (with target reliability of 0.94).Methods used include Gun status via Readiness Status (RS), Accuracy Rate(AR) and Operational Effectiveness.Mission risk score not to exceed 9/25, using parameters - Environmental Factors (EF) plus Crew Skill Level?",Mission,Humanitarian,Ship,Evaluate,Ship,Fleet,Immediate,Sea,Missile firing,Minimum risk,"Reliability,Risk score",Not Applicable
"The mission moves towards the cruising phase, where only 2 water desalination plants will be in operation for 20 hours to maintain fresh water supply. One desalitation plant from the front and another from behind must remain operational while all other sources are depleted, ensuring equal distribution and meeting the reliability target of 0.9 with a risk score below 7/18.",Mission,Fleet,Equipment,Select K out of N,Equipment,Ships,Immediate,Sea,Maintenance scheduling,Minimum risk,"Balancing loads,Reliability,Risk score","Working hours,Manpower availability"
"As the ship is currently in its operational phase, INS Delhi has conducted condition-based inspections of shock mounts for multiple pumps and gas turbines. Multiple readings indicate that several shock mountings have exceeded the warning threshold. The ship will sail within 72 hours and operate for 5 days to maintain mission reliability at 0.88.",Maintenance,Not Applicable,Equipment,Evaluate,Equipment,Ships,48 hours,Ship,Interrogation and interception,Minimum time,"Spares availability,Reliability,Conformance ",Activity sequence
"Although the annual maintenance period is still ongoing, ship has now been ordered to sail. The ship will be sent to a workshop to complete its maintenance work and confirm that it is sea-safe within 28 hours of notification. To meet the new timelines, the workshop's work quality must not fall below 19% in accordance with the updated standards.",Maintenance,Not Applicable,Ship,Evaluate,Workshop,Fleet,48 hours,Workshop,Maintenance scheduling,Minimum time,"Reliability,Conformance ",Activity sequence
"Condition-based inspections have been conducted on various pumps and gas turbines, indicating that INS Mumbai is currently in the middle of her operational cycle. However, several shock mount readings are approaching this warning threshold at an alarming rate due to the ship's scheduled sailing time of 30 hours and 9 days. To maintain the mission reliability level, these mountings must be replaced.",Maintenance,Not Applicable,Equipment,Evaluate,Equipment,Ships,48 hours,Ship,Interrogation and interception,Minimum time,"Spares availability,Reliability,Conformance ",Activity sequence
"Condition-based inspections have been carried out by INS Viraat during her operational period. The ship'S shock mounts are tested for various pumps and gas turbine components, with several readings approaching the warning threshold at one point. To maintain mission reliability, the ship will be in service within 28 hours and for an operational duration of 11 days.",Maintenance,Not Applicable,Equipment,Evaluate,Equipment,Ships,48 hours,Ship,Interrogation and interception,Minimum time,"Spares availability,Reliability,Conformance ",Activity sequence
